Microarray_ID	Gene_name	Locus	5 min_b1t1	5 min_b1t2	5 min_b2t1	5 min_b2t2	15 min_b1t1	15 min_b1t2	15 min_b2t1	15 min_b2t2	30 min_b1t1	30 min_b2t1	60 min_b1t1	60 min_b1t2	60 min_b2t1	60 min_b2t2	Probe position	Description	Function	AUC
A_07_P006831	minC	b1176	1.16	0.86	1.54	0.82	1.25	0.95	1.15	0.80	1.23	0.79	1.68	1.06	0.68	0.39	chr:1225272-1225213	cell division inhibitor	"cell division inhibitor, inhibits ftsZ ring formation [b1176]"	-3.646
A_07_P006839	ycgJ	b1177	0.81	0.59	1.02	0.79	1.08	0.81	0.90	0.86	0.90	0.97	1.46	1.15	1.46	1.15	chr:1226101-1226160	predicted protein	"orf, hypothetical protein [b1177]"	-0.158
A_07_P006843	ycgK	b1178	1.44	1.04	1.24	0.96	1.42	1.19	1.05	0.95	1.62	0.76	2.16	1.70	0.55	0.41	chr:1226371-1226312	predicted protein	"orf, hypothetical protein [b1178]"	5.718
A_07_P006850	ycgL	b1179	0.89	0.75	1.38	1.15	1.05	0.98	1.35	1.29	1.14	1.54	1.60	1.43	1.81	1.54	chr:1227171-1227230	conserved protein	"orf, hypothetical protein [b1179]"	21.789
A_07_P006851	ycgM	b1180	0.60	0.87	0.66	1.06	0.45	0.56	0.68	0.91	0.47	0.91	0.49	0.66	0.56	0.85	chr:1227788-1227847	predicted isomerase/hydrolase	putative isomerase [b1180]	-34.044
A_07_P006860	ycgN	b1181	1.66	1.20	1.49	1.23	1.62	1.50	1.85	1.81	2.65	2.08	2.20	1.62	3.11	2.20	chr:1228440-1228499	conserved protein	"orf, hypothetical protein [b1181]"	56.799
A_07_P006864	hlyE	b1182			0.96	0.73				0.57	1.26		1.34	1.25		0.68	chr:1228938-1228879	hemolysin E	hemolysin E [b1182]	NaN
A_07_P006868	umuD	b1183	1.52	0.88	1.67	1.05	2.29	1.24	3.01	1.09	1.70	1.39	1.28	0.97	2.38	1.56	chr:1230172-1230231	"DNA polymerase V, subunit D"	SOS mutagenesis; error-prone repair; processed to UmuD; forms complex with UmuC [b1183]	33.809
A_07_P006875	umuC	b1184	1.25	0.98	1.52	1.40	1.73	1.73	2.90	1.64	1.57	2.25	1.36	1.34	2.16	1.88	chr:1231525-1231584	"DNA polymerase V, subunit C"	SOS mutagenesis and repair [b1184]	44.965
A_07_P006878	dsbB	b1185	1.09	1.30	1.00	1.33	0.89	0.90	1.04	1.21	1.12	1.21	1.07	1.18	0.98	1.21	chr:1231811-1231752	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I	reoxidizes DsbA protein following formation of disulfide bond in P-ring of flagella. [b1185]	8.213
A_07_P006885	nhaB	b1186	1.42	1.63	1.38	1.36	2.45	2.46	1.64	1.64	1.99	1.73	1.29	1.51	1.03	1.04	chr:1232762-1232703	sodium:proton antiporter	"Na+/H+ antiporter, pH independent [b1186]"	39.211
A_07_P006890	fadR	b1187	0.54	0.47	0.84	0.74	0.69	0.73	0.86	0.90	0.56	0.88	0.86	0.86	0.54	0.49	chr:1234368-1234427	DNA-binding transcriptional dual regulator of fatty acid metabolism	"negative regulator for fad regulon, and positive activator of fabA [b1187]"	-27.888
A_07_P006891	ycgB	b1188	0.14	0.13	0.10	0.10	0.07	0.08	0.07	0.08	0.10	0.17	0.12	0.12	0.18	0.18	chr:1235200-1235141	conserved protein	putative sporulation protein [b1188]	-170.827
A_07_P006899	dadA	b1189	0.23	0.31	0.10	0.20	0.13	0.13	0.09	0.12	0.14	0.19	0.13	0.18	0.18	0.36	chr:1237666-1237725	D-amino acid dehydrogenase	D-amino acid dehydrogenase subunit [b1189]	-144.600
A_07_P006905	dadX	b1190	0.29	0.33	0.18	0.21	0.19	0.19	0.18	0.25	0.29	0.40	0.14	0.17	0.33	0.45	chr:1238442-1238501	"alanine racemase 2, PLP-binding"	"alanine racemase 2, catabolic [b1190]"	-104.867
A_07_P006906	cvrA	b1191	1.32	1.26	1.54	1.52	2.02	1.77	2.38	1.73	1.63	1.84	1.17	1.09	1.69	1.44	chr:1239617-1239558	predicted cation/proton antiporter	"orf, hypothetical protein [b1191]"	38.464
A_07_P006914	ldcA	b1192	0.89	1.00	1.38	1.23	0.93	0.95	1.35	1.17	0.79	1.33	1.47	1.53	1.17	1.07	chr:1241742-1241683	"L,D-carboxypeptidase A"	"orf, hypothetical protein [b1192]"	8.618
A_07_P006916	emtA	b1193	1.03	1.22	1.43	1.84	1.28	1.47	2.20	3.09	1.22	2.52	1.60	1.92	1.01	1.36	chr:1242721-1242780	lytic murein endotransglycosylase E	murein transglycosylase E [b1193]	39.637
A_07_P006924	ycgR	b1194	0.86	0.63	0.73	0.51	1.92	1.60	0.88	0.75	0.37	0.53	0.54	0.44	0.04	0.03	chr:1243499-1243440	protein involved in flagellar function	"orf, hypothetical protein [b1194]"	-71.375
A_07_P006928	ymgE	b1195	0.12	0.14	0.05	0.09	0.07	0.08	0.10	0.11	0.13	0.12	0.13	0.16	0.15	0.17	chr:1243956-1244015	predicted inner membrane protein	"orf, hypothetical protein [b1195]"	-169.127
A_07_P006932	ycgY	b1196	1.10	0.78		0.92	0.52	0.31			0.41		1.41	0.87	3.00	1.33	chr:1244654-1244713	predicted protein	"orf, hypothetical protein [b1196]"	NaN
A_07_P006936	treA	b1197	0.39	0.33	0.38	0.33	0.36	0.44	0.33	0.38	0.26	0.30	0.45	0.52	0.20	0.24	chr:1245470-1245411	periplasmic trehalase	"trehalase, periplasmic [b1197]"	-90.515
A_07_P006942	dhaM	b1198	0.73	0.53	0.89	0.68	0.43	0.42	0.63	0.49	0.63	0.81	1.46	1.15	1.44	0.95	chr:1247162-1247103	fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component	putative PTS system enzyme I [b1198]	-22.187
A_07_P006948	dhaL	b1199	1.44	1.52	0.92	1.19	1.40	1.43	0.85	1.02	1.59	1.43	2.22	2.37	2.89	3.62	chr:1248821-1248762	"dihydroxyacetone kinase, C-terminal domain"	putative dihydroxyacetone kinase [b1199]	39.026
A_07_P006953	dhaK	b1200	1.52	1.31	0.78	0.75	1.84	1.75	0.60	0.63	1.23	0.81	4.02	3.48	1.67	1.58	chr:1249105-1249046	"dihydroxyacetone kinase, N-terminal domain"	putative dihydroxyacetone kinase [b1200]	20.651
A_07_P006957	dhaR	b1201	0.99	0.99	1.13	1.36	1.15	0.97	1.39	1.22	1.07	0.98	1.01	1.04	1.74	1.56	chr:1251899-1251958	"predicted DNA-binding transcriptional regulator, dihydroxyacetone"	putative sensor-type regulator [b1201]	10.049
A_07_P006961	ycgV	b1202	1.29	1.10	1.61	1.25	1.16	1.23	2.16	1.41	1.91	1.66	2.27	1.76	1.97	1.65	chr:1252407-1252348	predicted adhesin	putative adhesion and penetration protein [b1202]	41.126
A_07_P006968	ychF	b1203	2.41	2.24	1.59	1.61	3.01	2.75	2.16	1.92	2.79	2.01	1.65	1.52	1.78	1.61	chr:1256016-1255957	predicted GTP-binding protein	putative GTP-binding protein [b1203]	59.329
A_07_P006971	pth	b1204	1.33	1.05	1.62	1.90	2.37	2.29	2.91	3.42	2.16	2.09	1.40	1.22	0.90	0.98	chr:1257291-1257232	peptidyl-tRNA hydrolase	peptidyl-tRNA hydrolase [b1204]	47.289
A_07_P006978	ychH	b1205	0.03	0.05	0.02	0.05	0.03	0.03	0.03	0.06	0.03	0.06	0.04	0.07	0.07	0.15	chr:1258109-1258168	predicted inner membrane protein	"orf, hypothetical protein [b1205]"	-243.175
A_07_P006981	ychM	b1206	2.19	2.36	1.67	2.05	1.95	1.88	2.42	2.65	2.93	2.45	2.08	2.13	0.90	0.88	chr:1259489-1259430	predicted transporter	"orf, hypothetical protein [b1206]"	58.128
A_07_P006987	prs	b1207	1.82	1.85	1.56	1.65	5.13	4.32	2.07	2.51	1.77	1.72	1.49	1.41	0.43	0.44	chr:1260306-1260247	phosphoribosylpyrophosphate synthase	phosphoribosylpyrophosphate synthetase [b1207]	38.398
A_07_P006991	ispE	b1208	1.19	1.27	1.04	1.25	1.52	1.67	1.31	1.63	1.15	1.43	0.87	0.95	0.92	1.17	chr:1261497-1261438	4-diphosphocytidyl-2-C-methylerythritol kinase	"orf, hypothetical protein [b1208]"	16.329
A_07_P006998	lolB	b1209	1.08	1.27	1.14	1.56	1.50	1.79	1.44	1.82	1.48	1.48	1.26	1.59	0.57	0.78	chr:1262244-1262185	chaperone for lipoproteins	"an enzyme in main pathway of synthesis of 5-aminolevulinate, possibly glutamyl-tRNA dehydrogenase [b1209]"	22.464
A_07_P007001	hemA	b1210	1.85	1.95	1.27	1.43	2.18	2.18	1.46	1.70	2.00	1.61	1.02	1.10	1.70	1.91	chr:1263807-1263866	glutamyl tRNA reductase	enzyme in alternate path of synthesis of 5-aminolevulinate [b1210]	40.475
A_07_P007006	prfA	b1211	1.62	1.97	1.27	1.34	1.64	2.23	1.32	1.67	1.38	2.04	1.18	1.54	1.56	1.75	chr:1265223-1265282	peptide chain release factor RF-1	peptide chain release factor RF-1 [b1211]	37.947
A_07_P007012	prmC	b1212	1.93	2.23	1.16	1.38	1.69	1.89	1.33	1.67	1.99	1.94	1.73	1.97	1.76	2.17	chr:1265426-1265485	"N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2"	possible protoporphyrinogen oxidase [b1212]	48.140
A_07_P007017	ychQ	b1213	2.03	1.19	2.59	1.48	2.80	1.77	3.34	2.13	2.63	1.93	1.98	1.18	2.55	1.39	chr:1266396-1266455	predicted transcriptional regulator	"orf, hypothetical protein [b1213]"	57.913
A_07_P007024	ychA	b1214	1.41	1.12	1.41	1.09	1.43	1.08	1.58	1.23	1.62	1.16	1.61	1.27	1.48	1.10	chr:1267292-1267351	predicted transcriptional regulator	"orf, hypothetical protein [b1214]"	23.367
A_07_P007028	kdsA	b1215	1.19	0.99	1.97	1.82	1.69	1.51	3.06	2.31	1.42	2.49	1.36	1.35	2.89	2.32	chr:1267820-1267879	3-deoxy-D-manno-octulosonate 8-phosphate synthase	2-dehydro-3-deoxyphosphooctulonate aldolase [b1215]	49.681
A_07_P007032	chaA	b1216	1.33	1.31	2.26	2.31	1.69	1.36	1.96	2.05	0.97	1.56	1.92	1.91	1.96	1.98	chr:1270508-1270449	calcium/sodium:proton antiporter	sodium-calcium/proton antiporter [b1216]	35.042
A_07_P007036	chaB	b1217	0.46	0.45	0.58	0.44	0.65	0.55	0.45	0.44	0.29	0.46	0.65	0.54	0.41	0.37	chr:1271509-1271568	predicted cation regulator	cation transport regulator [b1217]	-66.021
A_07_P007044	chaC	b1218	0.91	1.21	1.07	1.54	0.63	0.97	1.08	1.49	0.77	1.75	0.66	0.92	1.37	2.03	chr:1271748-1271807	regulatory protein for cation transport	cation transport regulator [b1218]	8.741
A_07_P007047	ychN	b1219	0.40	0.82	0.30	0.42	0.36	0.50	0.34	0.41	0.34	0.37	0.23	0.42	0.30	0.57	chr:1272643-1272584	conserved protein	"orf, hypothetical protein [b1219]"	-78.479
A_07_P007051	ychO	b1220	1.06	1.43	1.37	1.78	1.08	1.32	1.86	1.44	1.96	1.15	1.73	2.12	1.13	1.29	chr:1273905-1273964	predicted invasin	putative factor [b1220]	30.714
A_07_P007058	narL	b1221	0.88	0.94	1.19	1.19	1.87	1.91	1.31	1.39	0.69	1.22	1.18	1.41	0.33	0.32	chr:1274512-1274453	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)	"pleiotrophic regulation of anaerobic respiration: response regulator for nar, frd, dms and tor genes [b1221]"	-3.489
A_07_P007061	narX	b1222	0.97	1.30	1.07	1.61	1.44	1.87	1.27	1.85	1.44	1.81	1.11	1.32	0.71	1.00	chr:1275104-1275045	sensory histidine kinase in two-component regulatory system with NarL	"nitrate/nitrate sensor, histidine protein kinase acts on NarL regulator [b1222]"	25.447
A_07_P007067	narK	b1223	1.79	1.39	1.54	1.07	0.87	0.78	1.24	0.93	1.01	0.83	1.45	0.95	1.06	0.68	chr:1278510-1278569	nitrate/nitrite transporter	nitrite extrusion protein [b1223]	-1.483
A_07_P007073	narG	b1224	1.44	0.83	1.56	1.02	4.02	3.07	3.30	1.46	1.70	1.56	1.31	0.76	1.68	0.94	chr:1282747-1282806	"nitrate reductase 1, alpha subunit"	"nitrate reductase 1, alpha subunit [b1224]"	37.780
A_07_P007077	narH	b1225	0.86	0.86	0.86	1.24	1.68	0.92	1.40	0.94	1.05	0.97	0.80	1.02	0.47	0.68	chr:1283506-1283565	"nitrate reductase 1, beta (Fe-S) subunit"	"nitrate reductase 1, beta subunit [b1225]"	-4.207
A_07_P007083	narJ	b1226	1.23	1.02	1.40	0.84	1.78	1.40	2.17	1.00	1.22	0.97	1.02	0.60	1.57	0.84	chr:1284942-1285001	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	"nitrate reductase 1, delta subunit, assembly function [b1226]"	9.751
A_07_P007089	narI	b1227	1.01	1.02	0.58	0.93	0.87	0.81	0.91	0.89	1.01	1.30	0.56	0.62	0.88	0.94	chr:1285082-1285141	"nitrate reductase 1, gamma (cytochrome b(NR)) subunit"	"nitrate reductase 1, cytochrome b [b1227]"	-5.976
A_07_P007093	ychS	b1228	1.70	2.19	1.29	1.51	2.00	2.37	2.15	1.78	2.74	1.76	1.22	1.39	1.28	2.66	chr:1286060-1286119	predicted protein	"orf, hypothetical protein [b1228]"	51.586
A_07_P007098	purU	b1232	2.68	1.63	3.70	2.72	2.67	1.99	4.25	3.26	5.19	3.32	4.08	3.03	1.43	1.16	chr:1287163-1287104	formyltetrahydrofolate hydrolase	formyltetrahydrofolate deformylase; for purT-dependent FGAR synthesis [b1232]	88.749
A_07_P007105	ychJ	b1233	1.56	1.14	1.81	1.39	1.67	1.17	1.78	1.52	1.66	1.33	1.86	1.33	1.96	1.48	chr:1288054-1287995	conserved protein	"orf, hypothetical protein [b1233]"	33.690
A_07_P007109	rssA	b1234	0.67	0.59	0.59	0.70	0.53	0.47	0.55	0.72	0.60	0.55	1.03	0.87	0.16	0.20	chr:1289006-1289065	conserved protein	"orf, hypothetical protein [b1234]"	-50.964
A_07_P007113	rssB	b1235	0.53	0.51	0.66	0.67	0.21	0.28	0.57	0.59	0.49	0.38	0.51	0.69	1.09	1.14	chr:1290352-1290411	response regulator of RpoS	Hnr protein [b1235]	-53.075
A_07_P007116	galU	b1236	1.07	0.89	0.65	0.82	0.93	0.82	0.49	0.67	1.08	0.60	1.82	1.51	0.19	0.22	chr:1291414-1291473	glucose-1-phosphate uridylyltransferase	glucose-1-phosphate uridylyltransferase [b1236]	-26.265
A_07_P007124	hns	b1237	0.93	1.11	0.66	0.57	0.52	0.63	0.38	0.37	0.73	0.25	0.73	1.01	0.19	0.16	chr:1291800-1291741	global DNA-binding transcriptional dual regulator H-NS	DNA-binding protein HLP-II [b1237]	-63.303
A_07_P007128	tdk	b1238	1.72	1.42	2.21	1.61	1.13	1.19	1.70	1.38	1.40	1.44	1.66	1.54	3.12	2.23	chr:1293293-1293352	thymidine kinase/deoxyuridine kinase	thymidine kinase [b1238]	36.036
A_07_P007132	insZ	b4573	2.00	1.15	1.05	1.78	2.07	1.46	3.04	1.46	2.57	1.24	1.86	1.11	2.93	1.73	chr:1293710-1293651	pseudogene	"pseudogene, transposase homolog [b4573]"	45.737
A_07_P007138	insZ	b4573	2.15	0.84	1.33	1.26	3.18	1.77	1.95	1.16	2.97	1.22	1.24	0.81	1.07	0.67	chr:1294383-1294324	pseudogene	"pseudogene, transposase homolog [b4573]"	32.637
A_07_P007143	adhE	b1241	1.16	0.83	1.02	0.69	0.25	0.25	0.32	0.28	0.42	0.28	0.67	0.47	1.07	0.73	chr:1294783-1294724	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	CoA-linked acetaldehyde dehydrogenase and iron-dependent alcohol dehydrogenase; pyruvate-formate-lyase deactivase [b1241]	-66.022
A_07_P007149	ychE	b1242	2.88	4.19	1.70	1.81	1.80	2.34	1.99	1.74	1.91	2.29	1.10	1.45	1.85	1.96	chr:1298407-1298466	predicted inner membrane protein	putative channel protein [b1242]	51.995
A_07_P007151	oppA	b1243	1.01	1.07	0.85	1.00	1.74	1.59	1.43	1.64	2.66	2.25	0.98	1.01	1.04	1.12	chr:1300778-1300837	oligopeptide transporter subunit	oligopeptide transport; periplasmic binding protein [b1243]	38.109
A_07_P007157	oppB	b1244	2.22	2.05	2.36	2.06	2.89	2.71	2.91	2.72	3.95	3.08	2.23	1.92	1.62	1.46	chr:1301784-1301843	oligopeptide transporter subunit	oligopeptide transport permease protein [b1244]	77.277
A_07_P007165	oppC	b1245	2.10	1.60	2.08	2.11	3.78	2.47	3.01	3.15	3.29	3.82	2.43	1.71	0.70	0.66	chr:1302302-1302361	oligopeptide transporter subunit	homolog of Salmonella oligopeptide transport permease protein [b1245]	69.679
A_07_P007166	oppD	b1246	1.59	1.75	1.49	1.80	2.76	3.39	2.40	2.74	3.79	3.44	1.41	1.53	1.78	1.96	chr:1303389-1303448	oligopeptide transporter subunit	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system [b1246]	74.767
A_07_P007171	oppF	b1247	1.21	1.16	1.56	1.55	2.88	2.53	2.36	2.54	3.35	3.86	2.02	1.83	1.95	1.79	chr:1304432-1304491	oligopeptide transporter subunit	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system [b1247]	74.601
A_07_P007178	yciU	b1248	0.97	1.13	0.98	1.37	1.63	1.79	1.62	1.97	1.87	2.33	1.77	2.07	1.76	2.04	chr:1304916-1304857	predicted protein	"orf, hypothetical protein [b1248]"	48.578
A_07_P007181	cls	b1249	1.19	1.21	1.02	0.95	1.11	1.12	0.75	0.84	1.36	0.91	1.31	1.24	0.82	0.72	chr:1305406-1305347	cardiolipin synthase 1	"cardiolipin synthase, a major membrane phospholipid; novobiocin sensitivity [b1249]"	2.831
A_07_P007187	kch	b1250	1.26	0.87	1.39	1.08	1.37	0.92	1.26	0.98	1.34	1.28	1.90	1.42	1.83	1.31	chr:1307273-1307214	voltage-gated potassium channel	putative potassium channel protein [b1250]	21.585
A_07_P007191	yciI	b1251	0.57	0.45	1.77	1.05	0.26	0.24	1.19	0.80	0.57	1.07	0.82	0.88	1.43	0.91	chr:1308889-1308830	predicted enzyme	"orf, hypothetical protein [b1251]"	-22.282
A_07_P007196	tonB	b1252	0.74	0.84	0.70	0.76	0.52	0.73	0.75	0.84	0.52	0.75	0.65	0.82	1.24	1.58	chr:1309773-1309832	membrane spanning protein in TonB-ExbB-ExbD complex	"energy transducer; uptake of iron, cyanocobalimin; sensitivity to phages, colicins [b1252]"	-23.579
A_07_P007204	yciA	b1253	1.41	1.81	1.16	1.47	1.08	1.96	1.60	1.62	1.59	1.97	1.06	1.36	4.24	5.36	chr:1309966-1309907	predicted hydrolase	"orf, hypothetical protein [b1253]"	47.784
A_07_P007207	yciB	b1254	1.38	0.88	1.26	0.97	1.10	0.92	1.14	0.98	1.43	1.03	1.49	1.03	1.19	0.79	chr:1310437-1310378	predicted inner membrane protein	"orf, hypothetical protein [b1254]"	9.582
A_07_P007212	yciC	b1255	0.86	1.21	0.98	1.16	1.02	1.10	1.21	1.07	1.09	1.01	0.62	0.87	1.00	1.21	chr:1311331-1311272	predicted inner membrane protein	"orf, hypothetical protein [b1255]"	1.180
A_07_P007216	ompW	b1256	0.32	0.35	0.21	0.31	0.15	0.17	0.12	0.17	0.18	0.15	0.31	0.33	0.12	0.16	chr:1312547-1312606	outer membrane protein W	putative outer membrane protein [b1256]	-134.637
A_07_P007225	yciE	b1257	1.19	0.69	1.18	0.66	0.70	0.43	0.64	0.44	0.57	0.43	0.95	0.53	1.66	0.94	chr:1312805-1312746	conserved protein	"orf, hypothetical protein [b1257]"	-36.306
A_07_P007230	yciF	b1258	1.05	0.73	1.20	0.83	2.08	1.40	1.16	1.11	0.85	0.60	0.80	0.42	0.83	0.56	chr:1313586-1313527	conserved protein	putative structural proteins [b1258]	-15.568
A_07_P007235	yciG	b1259	0.71	0.47	1.07	0.65	0.27	0.20	0.66	0.38	0.14	0.24	0.27	0.21	0.89	0.49	chr:1314104-1314045	predicted protein	"orf, hypothetical protein [b1259]"	-97.830
A_07_P007238	trpA	b1260	1.31	0.93	1.20	0.89	0.91	0.80	1.02	0.89	1.04	0.79	2.58	1.96	3.16	2.46	chr:1314518-1314459	"tryptophan synthase, alpha subunit"	"tryptophan synthase, alpha protein [b1260]"	15.158
A_07_P007245	rpoH	b3461	0.52	0.78	0.63	0.90	0.71	0.91	0.75	0.98	0.53	0.87	0.77	1.18	0.38	0.61	chr:3598208-3598149	"RNA polymerase, sigma 32 (sigma H) factor"	"RNA polymerase, sigma [b3461]"	-26.908
A_07_P007248	ftsX	b3462	1.23	0.97	1.20	1.00	1.33	0.84	1.08	1.04	1.37	1.32	1.81	1.29	2.17	1.75	chr:3599176-3599117	predicted transporter subunit: membrane component of ABC superfamily	cell division membrane protein [b3462]	23.087
A_07_P007255	ftsE	b3463	0.79	1.46	0.73	1.44	0.76	1.03	1.04	1.59	1.03	1.59	0.68	1.32	1.41	2.76	chr:3600530-3600471	predicted transporter subunit: ATP-binding component of ABC superfamily	ATP-binding component of a membrane-associated complex involved in cell division [b3463]	16.284
A_07_P007256	ftsY	b3464	1.24	1.50	1.01	1.28	1.83	2.19	1.36	1.74	1.26	1.79	0.95	1.10	1.08	1.44	chr:3601629-3601570	fused Signal Recognition Particle (SRP) receptor: membrane binding protein/conserved protein	cell division membrane protein [b3464]	27.535
A_07_P007264	rsmD	b3465	1.21	1.12	1.05	1.00	2.38	2.75	1.27	1.25	1.19	1.38	1.85	1.87	0.94	1.00	chr:3602829-3602888	predicted methyltransferase	"orf, hypothetical protein [b3465]"	25.587
A_07_P007266	yhhL	b3466	1.61	1.48	1.24	1.31	1.81	1.47	1.68	1.43	2.15	2.50	1.85	1.70	2.69	2.91	chr:3603207-3603266	conserved inner membrane protein	"orf, hypothetical protein [b3466]"	55.464
A_07_P007271	yhhM	b3467	1.78	1.14	1.49	1.02	1.34	0.87	1.40	0.88	1.56	1.23	1.90	1.19	3.26	2.35	chr:3603613-3603554	conserved protein	putative receptor [b3467]	29.670
A_07_P007280	yhhN	b3468	1.01	1.20	1.05	1.49	0.70	0.61	0.95	1.08	0.70	0.97	0.84	1.01	0.78	1.01	chr:3604041-3604100	conserved inner membrane protein	putative enzyme [b3468]	-10.895
A_07_P007285	zntA	b3469	1.11	2.15	0.85	1.99	1.35	2.59	1.02	2.92	1.68	4.37	0.91	1.95	1.96	4.60	chr:3606018-3606077	"zinc, cobalt and lead efflux system"	zinc-transporting ATPase [b3469]	60.486
A_07_P007289	sirA	b3470	2.30	2.55	1.67	1.53	1.49	1.67	2.64	1.74	2.39	1.49	1.16	1.31	2.26	1.94	chr:3606843-3606784	conserved protein required for cell growth	"orf, hypothetical protein [b3470]"	46.752
A_07_P007294	yhhQ	b3471	3.27	2.99	2.57	2.44	5.09	4.55	2.95	2.97	3.58	2.00	2.29	2.43	1.77	1.49	chr:3607767-3607826	conserved inner membrane protein	"orf, hypothetical protein [b3471]"	77.844
A_07_P007298	dcrB	b3472	0.70	0.83	1.00	1.34	1.24	1.51	1.52	1.95	0.80	1.56	1.14	1.60	1.37	1.70	chr:3608476-3608535	periplasmic protein	"orf, hypothetical protein [b3472]"	18.733
A_07_P007303	yhhS	b3473	2.01	2.53	1.46	2.39	1.60	1.94	2.46	3.13	2.45	5.00	1.99	2.47	2.57	3.36	chr:3608935-3608876	predicted transporter	putative transport [b3473]	80.413
A_07_P007307	yhhT	b3474	0.39	0.37	0.55	0.49	0.36	0.43	0.52	0.54	0.47	0.70	0.41	0.43	1.21	1.21	chr:3610653-3610712	predicted inner membrane protein	"orf, hypothetical protein [b3474]"	-45.527
A_07_P007313	acpT	b3475	0.93	0.85	0.99	0.73	2.22	2.04	0.84	0.72	0.75	0.82	1.63	1.45	0.64	0.48	chr:3611459-3611518	holo-(acyl carrier protein) synthase 2	"orf, hypothetical protein [b3475]"	-6.063
A_07_P007316	nikA	b3476	0.66											1.67			chr:3613141-3613200	nickel transporter subunit	periplasmic binding protein for nickel [b3476]	NaN
A_07_P007322	nikB	b3477	1.54	0.96	1.65	1.12	2.42	1.59	3.01	1.20	1.66	1.37	1.16	0.91	1.82	1.06	chr:3614102-3614161	nickel transporter subunit	"transport of nickel, membrane protein [b3477]"	30.815
A_07_P007329	nikC	b3478	1.01	1.92			0.95			0.01	1.71		0.68	1.00	0.01		chr:3614538-3614597	nickel transporter subunit	"transport of nickel, membrane protein [b3478]"	NaN
A_07_P007331	nikD	b3479	0.96	1.28	0.87	1.09	0.97	1.33	0.88	1.15	1.00	1.07	0.99	1.24	1.51	2.25	chr:3615688-3615747	nickel transporter subunit	ATP-binding protein of nickel transport system [b3479]	10.447
A_07_P007337	nikE	b3480	1.02	1.44		1.39	1.14	1.44			1.38		0.88	1.49	1.27	2.96	chr:3616301-3616360	nickel transporter subunit	ATP-binding protein of nickel transport system [b3480]	NaN
A_07_P007343	nikR	b3481	1.17	1.42	1.20	1.07	1.42	1.32	1.30	0.98	1.33	1.03	1.29	1.41	1.06	0.90	chr:3616899-3616958	"DNA-binding transcriptional repressor, Ni-binding"	"orf, hypothetical protein [b3481]"	13.506
A_07_P007347	rhsB	b3482	1.80	1.44	3.24	1.22	2.18	1.64	2.96	2.17	3.54	1.43	3.19	2.02	4.50	2.31	chr:3621202-3621261	rhsB element core protein RshB	rhsB protein in rhs element [b3482]	67.386
A_07_P007353	yhhH	b3483	2.13	2.26	1.58	1.08	1.49	2.06	1.71	1.69	2.01	2.90	2.87	2.78	2.76	3.07	chr:3621693-3621752	predicted protein	"orf, hypothetical protein [b3483]"	65.093
A_07_P007358	yhhI	b3484	1.57	1.28	1.39	1.22	2.19	1.79	2.59	1.31	2.09	1.45	1.73	1.45	1.95	1.45	chr:3623445-3623504	predicted transposase	putative receptor [b3484]	42.457
A_07_P007361	yhhJ	b3485	1.72	2.55	1.02	1.95	1.47	1.41	1.13	1.24	1.58	1.43	0.68	1.11	0.94	1.54	chr:3624424-3624365	predicted transporter subunit: membrane component of ABC superfamily	putative transporter [b3485]	22.369
A_07_P007367	rbbA	b3486	1.51	1.65	1.26	1.25	1.19	1.21	1.13	1.09	1.20	1.17	0.72	0.80	1.46	1.60	chr:3624940-3624881	fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein	"putative ATP-binding component of a transport system, fragment 1 [b3486]"	12.005
A_07_P007374	yhiI	b3487	1.10	1.59	0.95	1.26	1.02	1.55	0.93	1.05	1.08	1.25	0.58	0.90	1.24	1.75	chr:3627908-3627849	predicted HlyD family secretion protein	putative membrane protein [b3487]	8.879
A_07_P007380	yhiJ	b3488	0.62	0.64	1.13	0.82	0.38	0.49	0.79	0.81	0.84	1.03	0.97	0.95	1.19	1.07	chr:3629168-3629109	predicted protein	"orf, hypothetical protein [b3488]"	-12.996
A_07_P007381	yhiK	b3489	0.77	0.99	1.49								1.43	1.32			chr:3631038-3630979	ANNOTATION DISCONTINUED	ANNOTATION DISCONTINUED [b3489]	NaN
A_07_P007386	yhiL	b3490															chr:3631624-3631565	pseudo	"orf, hypothetical protein [b3490]"	NaN
